conceptId	en	current_ru	status	suggested_ru	reason	source_basis
FMA67957	segment of gyrus of cerebral hemisphere	Сегмент извилина мозговая полушарие	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA67977	dorsal venous network of hand	Тыльная венозная нэтворк кисть	OK	Тыльная венозная нэтворк кисть	checked: no structural quality flags	FMA; pattern consistency
FMA68045	segment of thoracic aorta	Сегмент грудная аорта	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68068	inferior phrenic vein	Нижняя диафрагмальная вена	OK	Нижняя диафрагмальная вена	checked: no structural quality flags	FMA; pattern consistency
FMA68109	bronchial artery	Бронхиальная артерия	OK	Бронхиальная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA68192	lobar artery	Долевой артерия	OK	Долевой артерия	checked: no structural quality flags	FMA; pattern consistency
FMA68197	right upper lobar artery	Правый верхняя долевой артерия	FIX	Правая верхняя долевой артерия	laterality; lost_information	FMA; pattern consistency
FMA68208	pulmonary segment of bronchial tree	Лёгочный сегмент бронхиальная дерево	OK	Лёгочный сегмент бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68211	right apical segmental bronchial tree	Правый верхушечная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68212	right anterior segmental bronchial tree	Правый передняя сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68213	right posterior segmental bronchial tree	Правый задняя сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68214	medial segmental bronchial tree	Медиальная сегментарный бронхиальная дерево	OK	Медиальная сегментарный бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68215	lateral segmental bronchial tree	Латеральная сегментарный бронхиальная дерево	OK	Латеральная сегментарный бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68216	right superior segmental bronchial tree	Правый верхняя сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68218	right medial basal segmental bronchial tree	Правый медиальная базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68219	anterior basal segmental bronchial tree	Переднее базальное сегментарное бронхиальное дерево	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68220	right lateral basal segmental bronchial tree	Правый латеральная базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68221	right posterior basal segmental bronchial tree	Правый задняя базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68222	left anterior segmental bronchial tree	Левый передняя сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68223	left apical segmental bronchial tree	Левый верхушечная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68225	left posterior segmental bronchial tree	Левый задняя сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68226	superior lingular bronchial tree	Верхняя язычковая бронхиальная дерево	OK	Верхняя язычковая бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68227	inferior lingular bronchial tree	Нижняя язычковая бронхиальная дерево	OK	Нижняя язычковая бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68228	left superior segmental bronchial tree	Левый верхняя сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68229	posterior basal segmental bronchial tree	Задняя базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68230	left medial basal segmental bronchial tree	Левый медиальная базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68231	left anterior basal segmental bronchial tree	Левый передняя базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68232	left lateral basal segmental bronchial tree	Левый латеральная базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68233	left posterior basal segmental bronchial tree	Левый задняя базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68234	apical segmental bronchial tree	Верхушечное сегментарное бронхиальное дерево	OK	Верхушечное сегментарное бронхиальное дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68235	anterior segmental bronchial tree	Переднее сегментарное бронхиальное дерево	OK	Переднее сегментарное бронхиальное дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68236	posterior segmental bronchial tree	Задняя сегментарный бронхиальная дерево	OK	Задняя сегментарный бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68237	superior segmental bronchial tree	Верхняя сегментарный бронхиальная дерево	OK	Верхняя сегментарный бронхиальная дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68238	basal segmental bronchial tree	Базальное сегментарное бронхиальное дерево	OK	Базальное сегментарное бронхиальное дерево	checked: no structural quality flags	FMA; pattern consistency
FMA68320	medial basal segmental bronchial tree	Медиальная базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68321	right anterior basal segmental bronchial tree	Правый передняя базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68322	lateral basal segmental bronchial tree	Латеральная базальная сегментарный бронхиальная дерево	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68418	right main bronchus proper	Правый главный бронх собственно	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA68661	apical part of apical segmental artery	Верхушечная часть верхушечной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68662	apical part of right apical segmental artery	Верхушечная часть правой верхушечной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68664	anterior part of apical segmental artery	Передняя часть верхушечной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68665	anterior part of right apical segmental artery	Передняя часть правой верхушечной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68667	subsegmental part of apical segmental artery	Субсегментарный часть верхушечная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68668	subsegmental part of posterior segmental artery	Субсегментарный часть задняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68669	apical part of posterior segmental artery	Верхушечная часть задней сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68670	apical part of right posterior segmental artery	Верхушечная часть правой задней сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68672	posterior part of posterior segmental artery	Задняя часть задняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68673	posterior part of right posterior segmental artery	Задняя часть правый задняя сегментарный артерия	FIX	Задняя часть Правая задняя сегментарный артерия	laterality	FMA; pattern consistency
FMA68675	subsegmental part of anterior segmental artery	Субсегментарный часть передняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68676	posterior part of anterior segmental artery	Задняя часть передняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68677	posterior branch of right anterior segmental artery	Задняя ветвь правый передняя сегментарный артерия	FIX	Задняя ветвь Правая передняя сегментарный артерия	laterality	FMA; pattern consistency
FMA68682	anterior branch of anterior segmental artery	Передняя ветвь передней сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68683	anterior branch of right anterior segmental artery	Передняя ветвь правой передней сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68689	subsegmental part of lateral segmental artery	Субсегментарный часть латеральная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68690	posterior branch of lateral segmental artery	Задняя ветвь латеральная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68691	anterior branch of lateral segmental artery	Передняя ветвь латеральной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68692	subsegmental part of medial segmental artery	Субсегментарный часть медиальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68693	superior branch of medial segmental artery	Верхняя ветвь медиальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68694	inferior branch of medial segmental artery	Нижняя ветвь медиальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68704	medial branch of superior segmental artery	Медиальная ветвь верхняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68705	subsegmental part of superior segmental artery	Субсегментарный часть верхняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68706	medial branch of right superior segmental artery	Медиальная ветвь правый верхняя сегментарный артерия	FIX	Медиальная ветвь Правая верхняя сегментарный артерия	laterality	FMA; pattern consistency
FMA68708	superior branch of superior segmental artery	Верхняя ветвь верхняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68709	superior branch of right superior segmental artery	Верхняя ветвь правый верхняя сегментарный артерия	FIX	Верхняя ветвь Правая верхняя сегментарный артерия	laterality	FMA; pattern consistency
FMA68711	lateral branch of superior segmental artery	Латеральная ветвь верхняя сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68712	lateral branch of right superior segmental artery	Латеральная ветвь правый верхняя сегментарный артерия	FIX	Латеральная ветвь Правая верхняя сегментарный артерия	laterality	FMA; pattern consistency
FMA68720	subsegmental part of anterior basal segmental artery	Субсегментарный часть передняя базальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68721	lateral branch of anterior basal segmental artery	Латеральная ветвь передняя базальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68722	basal branch of anterior basal segmental artery	Базальная ветвь передней базальной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68723	basal branch of right anterior basal segmental artery	Базальная ветвь правой передней базальной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68725	lateral branch of right anterior basal segmental artery	Латеральная ветвь правый передняя базальная сегментарный артерия	FIX	Латеральная ветвь Правая передняя базальная сегментарный артерия	laterality	FMA; pattern consistency
FMA68727	subsegmental part of lateral basal segmental artery	Субсегментарный часть латеральная базальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68728	lateral branch of right lateral basal segmental artery	Латеральная ветвь правый латеральная базальная сегментарный артерия	FIX	Латеральная ветвь Правая латеральная базальная сегментарный артерия	laterality	FMA; pattern consistency
FMA68733	subsegmental part of posterior basal segmental artery	Субсегментарный часть задняя базальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68734	accessory subsuperior branch of posterior basal segmental artery	Добавочная подсупериорная ветвь задней базальной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68735	accessory subsuperior branch of right posterior basal segmental artery	Добавочная подсупериорная ветвь правой задней базальной сегментарной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68737	laterobasal branch of posterior basal segmental artery	Латэробасал ветвь задняя базальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68738	laterobasal branch of right posterior basal segmental artery	Латэробасал ветвь правый задняя базальная сегментарный артерия	FIX	Латэробасал ветвь Правая задняя базальная сегментарный артерия	laterality	FMA; pattern consistency
FMA68740	mediobasal branch of posterior basal segmental artery	Мэдиобасал ветвь задняя базальная сегментарный артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68741	mediobasal branch of right posterior basal segmental artery	Мэдиобасал ветвь правый задняя базальная сегментарный артерия	FIX	Мэдиобасал ветвь Правая задняя базальная сегментарный артерия	laterality	FMA; pattern consistency
FMA68878	trunk of segmental pulmonary vein	Туловище сегментарный лёгочный вена	OK	Туловище сегментарный лёгочный вена	checked: no structural quality flags	FMA; pattern consistency
FMA68879	trunk of apical segmental vein	Туловище верхушечная сегментарный вена	OK	Туловище верхушечная сегментарный вена	checked: no structural quality flags	FMA; pattern consistency
FMA68880	trunk of right apical segmental vein	Туловище правый верхушечная сегментарный вена	FIX	Туловище Правое верхушечная сегментарный вена	laterality	FMA; pattern consistency
FMA68919	apical part of apical segmental vein	Верхушечная часть верхушечной сегментарной вены	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68920	anterior part of apical segmental vein	Передняя часть верхушечной сегментарной вены	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68921	anterior part of right apical segmental vein	Передняя часть правой верхушечной сегментарной вены	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68926	superior part of right anterior segmental vein	Верхняя часть правый передняя сегментарный вена	FIX	Верхняя часть Правая передняя сегментарный вена	laterality	FMA; pattern consistency
FMA68928	inferior part of right anterior segmental vein	Нижняя часть правый передняя сегментарный вена	FIX	Нижняя часть Правая передняя сегментарный вена	laterality	FMA; pattern consistency
FMA68944	posterior part of lateral segmental vein	Задняя часть латеральная сегментарный вена	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68945	anterior part of lateral segmental vein	Передняя часть латеральной сегментарной вены	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68982	superior part of medial segmental vein	Верхняя часть медиальная сегментарный вена	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA68983	inferior part of medial segmental vein	Нижняя часть медиальная сегментарный вена	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA69264	inferior suprarenal artery	Нижняя надпочечниковая артерия	OK	Нижняя надпочечниковая артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69265	right inferior suprarenal artery	Правый нижняя надпочечниковая артерия	FIX	Правая нижняя надпочечниковая артерия	laterality; lost_information	FMA; pattern consistency
FMA69266	left inferior suprarenal artery	Левый нижняя надпочечниковая артерия	FIX	Левая нижняя надпочечниковая артерия	laterality; lost_information	FMA; pattern consistency
FMA69418	trunk of branch of popliteal artery	Туловище ветвь подколенная артерия	OK	Туловище ветвь подколенная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69458	subdivision of external iliac artery	Подразделение наружная подвздошная артерия	OK	Подразделение наружная подвздошная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69459	subdivision of deep femoral artery	Подразделение глубокая бедренная артерия	OK	Подразделение глубокая бедренная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69476	subdivision of anterior tibial artery	Подразделение передняя большеберцовая артерия	OK	Подразделение передняя большеберцовая артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69490	right lateral tarsal artery	Правый латеральная предплюсневая кость артерия	FIX	Правая латеральная предплюсневая кость артерия	laterality; lost_information	FMA; pattern consistency
FMA69491	left lateral tarsal artery	Левый латеральная предплюсневая кость артерия	FIX	Левая латеральная предплюсневая кость артерия	laterality; lost_information	FMA; pattern consistency
FMA69494	right arcuate artery	Правый аркуатэ артерия	FIX	Правая аркуатэ артерия	laterality; lost_information	FMA; pattern consistency
FMA69495	left arcuate artery	Левый аркуатэ артерия	FIX	Левая аркуатэ артерия	laterality; lost_information	FMA; pattern consistency
FMA69513	deep plantar artery	Глубокая подошвенная артерия	OK	Глубокая подошвенная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69514	right deep plantar artery	Правый глубокая подошвенная артерия	FIX	Правая глубокая подошвенная артерия	laterality; lost_information	FMA; pattern consistency
FMA69515	left deep plantar artery	Левый глубокая подошвенная артерия	FIX	Левая глубокая подошвенная артерия	laterality; lost_information	FMA; pattern consistency
FMA69517	distal perforating artery	Дистальная прободная артерия	OK	Дистальная прободная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69559	zone of trunk of lateral plantar artery	Зона туловище латеральная подошвенная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA69713	digital artery of foot	пальцевая артерия стопа	OK	пальцевая артерия стопа	checked: no structural quality flags	FMA; pattern consistency
FMA69784	branch of posterior tibial artery	Ветвь задней большеберцовой артерии	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA69796	subdivision of internal iliac artery	Подразделение внутренняя подвздошная артерия	OK	Подразделение внутренняя подвздошная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA69803	subdivision of anterior division of internal iliac artery	Подразделение передней ветви внутренней подвздошной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA69805	subdivision of internal pudendal artery	Подразделение внутренняя пудендальная артерия	OK	Подразделение внутренняя пудендальная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70247	subdivision of external iliac artery proper	Подразделение наружная подвздошная артерия собственно	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70248	femoral artery	Бедренная артерия	OK	Бедренная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70249	right femoral artery	Правый бедренная артерия	FIX	Правая бедренная артерия	laterality; lost_information	FMA; pattern consistency
FMA70250	left femoral artery	Левый бедренная артерия	FIX	Левая бедренная артерия	laterality; lost_information	FMA; pattern consistency
FMA70251	subdivision of femoral artery	Подразделение бедренная артерия	OK	Подразделение бедренная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70345	subdivision of subclavian artery	Подразделение подключичная артерия	OK	Подразделение подключичная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70353	subdivision of thyrocervical artery	Подразделение щитовидно-шейный артерия	OK	Подразделение щитовидно-шейный артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70358	subdivision of internal thoracic artery	Подразделение внутренняя грудная артерия	OK	Подразделение внутренняя грудная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70399	subdivision of costocervical artery	Подразделение рёберно-шейный артерия	OK	Подразделение рёберно-шейный артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70408	subdivision of thoraco-acromial artery	Подразделение грудоакромиальной артерии	OK	Подразделение грудоакромиальной артерии	checked: no structural quality flags	FMA; pattern consistency
FMA70422	subdivision of subscapular artery	Подразделение субскапулар артерия	OK	Подразделение субскапулар артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70429	subdivision of celiac artery	Подразделение чревная артерия	OK	Подразделение чревная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70433	subdivision of common hepatic artery	Подразделение общая печёночная артерия	OK	Подразделение общая печёночная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70436	subdivision of gastroduodenal artery	Подразделение гастродуодэнал артерия	OK	Подразделение гастродуодэнал артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70437	superior pancreaticoduodenal artery	Верхняя поджелудочно-двенадцатиперстная артерия	OK	Верхняя поджелудочно-двенадцатиперстная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70439	subdivision of right hepatic artery	Подразделение правый печёночная артерия	FIX	Подразделение Правая печёночная артерия	laterality	FMA; pattern consistency
FMA70440	subdivision of left hepatic artery	Подразделение левый печёночная артерия	FIX	Подразделение Левая печёночная артерия	laterality	FMA; pattern consistency
FMA70442	anterior superior segmental hepatic artery	Передняя верхняя сегментарная печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70443	anterior inferior segmental hepatic artery	Передняя нижняя сегментарная печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70445	posterior superior segmental hepatic artery	Задняя верхняя сегментарный печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70446	posterior inferior segmental hepatic artery	Задняя нижняя сегментарный печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70447	caudate lobe branch of right hepatic artery	Хвостатая доля ветвь правый печёночная артерия	FIX	Хвостатая доля ветвь Правая печёночная артерия	laterality	FMA; pattern consistency
FMA70449	medial superior segmental hepatic artery	Медиальная верхняя сегментарный печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70450	medial inferior segmental hepatic artery	Медиальная нижняя сегментарный печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70452	lateral superior segmental hepatic artery	Латеральная верхняя сегментарный печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70453	lateral inferior segmental hepatic artery	Латеральная нижняя сегментарный печёночная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70455	caudate lobe branch of left hepatic artery	Хвостатая доля ветвь левый печёночная артерия	FIX	Хвостатая доля ветвь Левая печёночная артерия	laterality	FMA; pattern consistency
FMA70456	trunk of right hepatic artery	Туловище правый печёночная артерия	FIX	Туловище Правое печёночная артерия	laterality	FMA; pattern consistency
FMA70457	trunk of left hepatic artery	Туловище левый печёночная артерия	FIX	Туловище Левое печёночная артерия	laterality	FMA; pattern consistency
FMA70470	subdivision of splenic artery	Подразделение селезёночная артерия	OK	Подразделение селезёночная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70471	pancreatic artery	Поджелудочная артерия	OK	Поджелудочная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70478	subdivision of superior mesenteric artery	Подразделение верхняя брыжеечная артерия	OK	Подразделение верхняя брыжеечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70479	anterior inferior pancreaticoduodenal artery	Передняя нижняя панкреатодуоденальная артерия	OK	Передняя нижняя панкреатодуоденальная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70480	posterior inferior pancreaticoduodenal artery	Задняя нижняя поджелудочно-двенадцатиперстная артерия	OK	Задняя нижняя поджелудочно-двенадцатиперстная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70481	subdivision of inferior pancreaticoduodenal artery	Подразделение нижняя поджелудочно-двенадцатиперстная артерия	OK	Подразделение нижняя поджелудочно-двенадцатиперстная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70483	subdivision of inferior mesenteric artery	Подразделение нижняя брыжеечная артерия	OK	Подразделение нижняя брыжеечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70484	segment of renal artery	Сегмент почечная артерия	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA70485	anterior division of renal artery	Передняя ветвь почечной артерии	OK	Передняя ветвь почечной артерии	checked: no structural quality flags	FMA; pattern consistency
FMA70486	anterior division of right renal artery	Передняя ветвь правой почечной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70487	anterior division of left renal artery	Передняя ветвь левой почечной артерии	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70488	posterior division of renal artery	Задняя дивисион почечная артерия	OK	Задняя дивисион почечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70489	posterior division of right renal artery	Задняя дивисион правый почечная артерия	FIX	Задняя дивисион Правая почечная артерия	laterality	FMA; pattern consistency
FMA70490	posterior division of left renal artery	Задняя дивисион левый почечная артерия	FIX	Задняя дивисион Левая почечная артерия	laterality	FMA; pattern consistency
FMA70491	ureteric segment of renal artery	Урэтэрик сегмент почечная артерия	OK	Урэтэрик сегмент почечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70492	ureteric segment of right renal artery	Урэтэрик сегмент правый почечная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70493	ureteric segment of left renal artery	Урэтэрик сегмент левый почечная артерия	NEEDS_EXTERNAL_REVIEW		other: complex multiword anatomical concept requires external terminology review	FMA; external review needed
FMA70494	segmental renal artery	Сегментарный почечная артерия	NEEDS_EXTERNAL_REVIEW		lost_information: English semantic markers require manual terminology verification	FMA; external review needed
FMA70499	superior segmental renal artery	Верхняя сегментарный почечная артерия	OK	Верхняя сегментарный почечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70502	inferior segmental renal artery	Нижняя сегментарный почечная артерия	OK	Нижняя сегментарный почечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70503	posterior segmental renal artery	Задняя сегментарный почечная артерия	OK	Задняя сегментарный почечная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70504	subdivision of common carotid artery	Подразделение общая сонная артерия	OK	Подразделение общая сонная артерия	checked: no structural quality flags	FMA; pattern consistency
FMA70506	subdivision of internal carotid artery	Подразделение внутренняя сонная артерия	OK	Подразделение внутренняя сонная артерия	checked: no structural quality flags	FMA; pattern consistency
