conceptId	en	current_ru	latin_ta	english_ta	mapping_status	confidence
FMA7152	alimentary system	Пищеварительная система	systema digestorium	digestive system	EXACT	1.00
FMA7154	head	Головка	caput	head	EXACT	1.00
FMA7155	neck	Шейка	collum	neck	EXACT	1.00
FMA7157	nervous system	Нервная система	systema nervosum	nervous system	EXACT	1.00
FMA7158	respiratory system	Дыхательный система	systema respiratorium	respiratory system	EXACT	1.00
FMA7159	urinary system	Мочевая система	systema urinarium	urinary system	EXACT	1.00
FMA7160	genital system	Половая система			NO_MATCH	0.00
FMA7161	cardiovascular system	Кардиоваскулар система	systema cardiovasculare	cardiovascular system	EXACT	1.00
FMA7165	right side of heart	Правый сидэ сердце			NO_MATCH	0.00
FMA7166	left side of heart	Левый сидэ сердце			NO_MATCH	0.00
FMA7181	trunk	Туловище	truncus	trunk	EXACT	1.00
FMA7184	lower limb	Нижняя конечность	membrum inferius	lower limb	EXACT	1.00
FMA7185	right upper limb	Правый верхняя конечность	membrum superius	upper limb	PROBABLE	0.86
FMA7186	left upper limb	Левый верхняя конечность	membrum superius	upper limb	PROBABLE	0.86
FMA7187	right lower limb	Правый нижняя конечность	membrum inferius	lower limb	PROBABLE	0.86
FMA7188	left lower limb	Левый нижняя конечность	membrum inferius	lower limb	PROBABLE	0.86
FMA7197	liver	Печень	hepar	liver	EXACT	1.00
FMA7200	small intestine	Малая кишка	intestinum tenue	small intestine	EXACT	1.00
FMA7201	large intestine	Большая кишка	intestinum crassum	large intestine	EXACT	1.00
FMA7207	jejunum	Тощая кишка	jejunum	jejunum	EXACT	1.00
FMA7208	ileum	Подвздошная кишка	ileum	ileum	EXACT	1.00
FMA7216	outflow part of right ventricle	Выносящая часть правого желудочка			NO_MATCH	0.00
FMA7234	tricuspid valve	Трёхстворчатый клапан	valva atrioventricularis dextra	right atrioventricular valve	EXACT	1.00
FMA7235	mitral valve	Митральный клапан	valva atrioventricularis sinistra	left atrioventricular valve	EXACT	1.00
FMA7236	aortic valve	Аортальный клапан	valva aortae	aortic valve	EXACT	1.00
FMA7246	pulmonary valve	Клапан лёгочного ствола	valva trunci pulmonalis	pulmonary valve	EXACT	1.00
FMA7259	papillary muscle of right ventricle	Сосочковая мышца правый желудочек			NO_MATCH	0.00
FMA7309	right lung	Правый лёгкое	pulmo dexter	right lung	EXACT	1.00
FMA7310	left lung	Левый лёгкое	pulmo sinister	left lung	EXACT	1.00
FMA7333	upper lobe of right lung	Верхняя доля правый лёгкое	lobus superior pulmonis dextri	superior lobe of right lung	EXACT	1.00
FMA7337	lower lobe of right lung	Нижняя доля правый лёгкое	lobus inferior pulmonis dextri	inferior lobe of right lung	EXACT	1.00
FMA7338	right apical bronchopulmonary segment	Правый верхушечная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7339	right posterior bronchopulmonary segment	Правый задняя бронхолёгочный сегмент			NO_MATCH	0.00
FMA7359	right anterior bronchopulmonary segment	Правый передняя бронхолёгочный сегмент			NO_MATCH	0.00
FMA7360	medial bronchopulmonary segment	Медиальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7361	lateral bronchopulmonary segment	Латеральная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7362	right posterior basal bronchopulmonary segment	Правый задняя базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7363	right lateral basal bronchopulmonary segment	Правый латеральная базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7364	right anterior basal bronchopulmonary segment	Правый передняя базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7365	right medial basal bronchopulmonary segment	Правый медиальная базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7366	right superior bronchopulmonary segment	Правый верхняя бронхолёгочный сегмент			NO_MATCH	0.00
FMA7370	upper lobe of left lung	Верхняя доля левый лёгкое	lobus superior pulmonis sinistri	superior lobe of left lung	EXACT	1.00
FMA7371	lower lobe of left lung	Нижняя доля левый лёгкое	lobus inferior pulmonis sinistri	inferior lobe of left lung	EXACT	1.00
FMA7372	apicoposterior bronchopulmonary segment	Верхушечно-задний бронхолёгочный сегмент			NO_MATCH	0.00
FMA7373	left anterior bronchopulmonary segment	Левый передняя бронхолёгочный сегмент			NO_MATCH	0.00
FMA7374	superior lingular bronchopulmonary segment	Верхняя язычковая бронхолёгочный сегмент			NO_MATCH	0.00
FMA7375	inferior lingular bronchopulmonary segment	Нижняя язычковая бронхолёгочный сегмент			NO_MATCH	0.00
FMA7376	left superior bronchopulmonary segment	Левый верхняя бронхолёгочный сегмент			NO_MATCH	0.00
FMA7377	left medial basal bronchopulmonary segment	Левый медиальная базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7378	left anterior basal bronchopulmonary segment	Левый передняя базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7379	left lateral basal bronchopulmonary segment	Левый латеральная базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7380	left posterior basal bronchopulmonary segment	Левый задняя базальная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7383	middle lobe of lung	Средняя доля лёгкое			NO_MATCH	0.00
FMA7385	left apical bronchopulmonary segment	Левый верхушечная бронхолёгочный сегмент			NO_MATCH	0.00
FMA7386	left posterior bronchopulmonary segment	Левый задняя бронхолёгочный сегмент			NO_MATCH	0.00
FMA7393	tracheobronchial tree	Трахеобронхиальный дерево	arbor tracheobronchialis	tracheobronchial tree	EXACT	1.00
FMA7395	right main bronchus	Правый главный бронх	bronchus principalis dexter	right main bronchus	EXACT	1.00
FMA7480	rib cage	Ребро кагэ	skeleton thoracis	thoracic skeleton	EXACT	1.00
FMA7481	skeletal system of thorax	Скелетный система грудная клетка			NO_MATCH	0.00
FMA7482	musculoskeletal system	Мускулоскэлэтал система			NO_MATCH	0.00
FMA7483	axial skeletal system	Осевая скелетная система			NO_MATCH	0.00
FMA7485	sternum	Грудина	sternum	sternum	EXACT	1.00
FMA7563	body compartment	Компартмент тела			NO_MATCH	0.00
FMA7647	spinal cord	Спинномозговая канатик	medulla spinalis	spinal cord	EXACT	1.00
FMA8617	right apical segmental artery	Правый верхушечная сегментарный артерия			NO_MATCH	0.00
FMA8619	right posterior segmental artery	Правый задняя сегментарный артерия			NO_MATCH	0.00
FMA8627	right superior segmental artery	Правый верхняя сегментарный артерия			NO_MATCH	0.00
FMA8630	right anterior basal segmental artery	Правый передняя базальная сегментарный артерия			NO_MATCH	0.00
FMA8631	right lateral basal segmental artery	Правый латеральная базальная сегментарный артерия			NO_MATCH	0.00
FMA8632	right posterior basal segmental artery	Правый задняя базальная сегментарный артерия			NO_MATCH	0.00
FMA8655	right upper lobar vein	Правый верхняя долевой вена			NO_MATCH	0.00
FMA8656	middle lobar vein	Средняя долевой вена			NO_MATCH	0.00
FMA8657	left upper lobar vein	Левый верхняя долевой вена			NO_MATCH	0.00
FMA8658	lingular vein	Язычковая вена			NO_MATCH	0.00
FMA8661	right apical segmental vein	Правый верхушечная сегментарный вена			NO_MATCH	0.00
FMA8664	lateral segmental vein	Латеральная сегментарный вена			NO_MATCH	0.00
FMA8665	medial segmental vein	Медиальная сегментарный вена			NO_MATCH	0.00
FMA8666	apicoposterior segmental vein	Верхушечно-задняя сегментарная вена			NO_MATCH	0.00
FMA8671	right common basal vein	Правый общая базальная вена			NO_MATCH	0.00
FMA8672	right superior basal vein	Правый верхняя базальная вена			NO_MATCH	0.00
FMA8674	right inferior basal vein	Правый нижняя базальная вена			NO_MATCH	0.00
FMA8676	left common basal vein	Левый общая базальная вена			NO_MATCH	0.00
FMA8677	left superior basal vein	Левый верхняя базальная вена			NO_MATCH	0.00
FMA8679	left inferior basal vein	Левый нижняя базальная вена			NO_MATCH	0.00
FMA9140	thoracic vertebral column	Грудная позвоночная столб			NO_MATCH	0.00
FMA9348	subaortic curtain of left ventricle	Субаортальная занавеска левого желудочка			NO_MATCH	0.00
FMA9352	papillary muscle of left ventricle	Сосочковая мышца левый желудочек			NO_MATCH	0.00
FMA9473	outflow part of left ventricle	Выносящая часть левого желудочка			NO_MATCH	0.00
FMA9496	fibrous skeleton of heart	Фиброзный скелет сердца	skeleton fibrosum cordis	fibrous skeleton of heart	EXACT	1.00
FMA9498	fibrous ring of mitral valve	Фиброзное кольцо митрального клапана			NO_MATCH	0.00
FMA9533	wall of right ventricle	Стенка правый желудочек			NO_MATCH	0.00
FMA9535	myocardium of right ventricle	Миокард правый желудочек			NO_MATCH	0.00
FMA9550	outflow part of right atrium	Выносящая часть правого предсердия			NO_MATCH	0.00
FMA9551	outflow part of left atrium	Выносящая часть левого предсердия			NO_MATCH	0.00
FMA9552	inflow part of right ventricle	Приток часть правый желудочек			NO_MATCH	0.00
FMA9553	anterior wall of right ventricle	Передняя стенка правого желудочка			NO_MATCH	0.00
FMA9555	inferior wall of right ventricle	Нижняя стенка правый желудочек			NO_MATCH	0.00
FMA9556	wall of left ventricle	Стенка левый желудочек			NO_MATCH	0.00
FMA9558	myocardium of left ventricle	Миокард левый желудочек			NO_MATCH	0.00
FMA9560	anterior wall of left ventricle	Передняя стенка левого желудочка			NO_MATCH	0.00
FMA9561	inferior wall of left ventricle	Нижняя стенка левого желудочка			NO_MATCH	0.00
FMA9563	lateral wall of left ventricle	Латеральная стенка левый желудочек			NO_MATCH	0.00
FMA9564	inflow part of left ventricle	Приточная часть левого желудочка			NO_MATCH	0.00
FMA9576	thorax	Грудная клетка	thorax	thorax	EXACT	1.00
FMA9577	abdomen	Живот	abdomen	abdomen	EXACT	1.00
FMA9578	pelvis	Таз	pelvis	pelvis	EXACT	1.00
FMA9579	perineum	Промежность	perineum	perineum	EXACT	1.00
FMA9584	peritoneum	Брюшина	peritoneum	peritoneum	EXACT	1.00
FMA9607	thymus	Тимус	thymus	thymus	EXACT	1.00
FMA9668	endocrine system	Эндокринэ система			NO_MATCH	0.00
FMA9713	right hand	Правый кисть	manus	hand	PROBABLE	0.86
FMA9714	left hand	Левый кисть	manus	hand	PROBABLE	0.86
FMA9826	mediastinum	Средостение	mediastinum	mediastinum	EXACT	1.00
FMA9827	superior mediastinum	Верхнее средостение	mediastinum superius	superior mediastinum	EXACT	1.00
FMA9828	inferior mediastinum	Нижнее средостение	mediastinum inferius	inferior mediastinum	EXACT	1.00
FMA9838	anterior mediastinum	Переднее средостение	mediastinum anterius	anterior mediastinum	EXACT	1.00
FMA9839	middle mediastinum	Среднее средостение	mediastinum medium	middle mediastinum	EXACT	1.00
FMA9840	posterior mediastinum	Заднее средостение	mediastinum posterius	posterior mediastinum	EXACT	1.00
FMA9908	peritoneal sac	Пэритонэал сак			NO_MATCH	0.00
FMA10427	body wall	Стенка тела			NO_MATCH	0.00
FMA10428	thoracic wall	Грудная стенка			NO_MATCH	0.00
FMA10429	wall of abdomen proper	Стенка живот собственно			NO_MATCH	0.00
FMA10430	pelvic wall	Пэлвик стенка			NO_MATCH	0.00
FMA11343	right foot	Правый стопа	pes	foot	PROBABLE	0.86
FMA11344	left foot	Левый стопа	pes	foot	PROBABLE	0.86
FMA11345	right forearm	Правый предплечье	antebrachium	forearm	PROBABLE	0.86
FMA11346	left forearm	Левый предплечье	antebrachium	forearm	PROBABLE	0.86
FMA12514	right eyeball	Правый глазное яблоко	bulbus oculi	eyeball	PROBABLE	0.86
FMA12515	left eyeball	Левый глазное яблоко	bulbus oculi	eyeball	PROBABLE	0.86
FMA13362	right lobe of liver	Правый доля печень	lobus dexter hepatis	right lobe of liver	EXACT	1.00
FMA13363	left lobe of liver	Левый доля печень	lobus sinister hepatis	left lobe of liver	EXACT	1.00
FMA13373	right pectoralis major	Правый грудная мышца большая			NO_MATCH	0.00
FMA13374	left pectoralis major	Левый грудная мышца большая			NO_MATCH	0.00
FMA13478	vertebral column	Позвоночная столб	columna vertebralis	vertebral column	EXACT	1.00
FMA14541	cecum	Кэкум			NO_MATCH	0.00
FMA14615	wall of small intestine	Стенка малая кишка			NO_MATCH	0.00
FMA14618	wall of ileum	Стенка подвздошная кишка			NO_MATCH	0.00
FMA14619	wall of large intestine	Стенка большая кишка			NO_MATCH	0.00
FMA14627	anterior abdominal wall	Передняя брюшная стенка			NO_MATCH	0.00
FMA14628	posterior abdominal wall	Задняя абдоминал стенка	dorsum abdominis	back of abdomen	EXACT	1.00
FMA14665	biliary tree	Желчное дерево			NO_MATCH	0.00
FMA14703	visceral peritoneum	Висцеральная брюшина	peritoneum viscerale	visceral peritoneum	EXACT	1.00
FMA14775	gastroduodenal artery	Гастродуодэнал артерия	arteria gastroduodenalis	gastroduodenal artery	EXACT	1.00
FMA14778	right hepatic artery	Правый печёночная артерия	arteria hepatica dextra	right hepatic artery	EXACT	1.00
FMA14779	left hepatic artery	Левый печёночная артерия	arteria hepatica sinistra	left hepatic artery	EXACT	1.00
FMA14823	inferior branch of ileocolic artery	Нижняя ветвь подвздошно-ободочная артерия			NO_MATCH	0.00
FMA14971	muscle layer of large intestine	Мышца слой большая кишка			NO_MATCH	0.00
FMA15419	anterior branch of right portal vein	Передняя ветвь правой воротной вены			NO_MATCH	0.00
FMA15422	posterior branch of right portal vein	Задняя ветвь правый воротная вена			NO_MATCH	0.00
FMA15427	medial branch of left portal vein	Медиальная ветвь левый воротная вена			NO_MATCH	0.00
FMA15430	lateral branch of left portal vein	Латеральная ветвь левый воротная вена			NO_MATCH	0.00
FMA15748	anterior sector of right liver	Передний сектор правой доли печени			NO_MATCH	0.00
FMA15749	posterior sector of right liver	Задняя сектор правый печень			NO_MATCH	0.00
FMA15750	anterior sector of left liver	Передний сектор левой доли печени			NO_MATCH	0.00
FMA15751	posterior sector of left liver	Задняя сектор левый печень			NO_MATCH	0.00
FMA15809	right hemiliver	Правый хэмиливэр			NO_MATCH	0.00
FMA15810	left hemiliver	Левый хэмиливэр			NO_MATCH	0.00
FMA16203	lumbar vertebral column	Поясничная позвоночная столб			NO_MATCH	0.00
FMA16580	bony pelvis	Костный таз	pelvis ossea	bony pelvis	EXACT	1.00
FMA16581	pelvic girdle	Пэлвик пояс	cingulum pelvicum	pelvic girdle	EXACT	1.00
FMA16582	right pelvic girdle	Правый пэлвик пояс	cingulum pelvicum	pelvic girdle	PROBABLE	0.86
FMA16583	left pelvic girdle	Левый пэлвик пояс	cingulum pelvicum	pelvic girdle	PROBABLE	0.86
FMA17181	wall of distal part of ileum	Стенка дистальная часть подвздошная кишка			NO_MATCH	0.00
FMA20218	mons pubis	Монс пубис	mons pubis	mons pubis	EXACT	1.00
FMA20224	right side of rib cage	Правый сидэ ребро кагэ			NO_MATCH	0.00
FMA20225	left side of rib cage	Левый сидэ ребро кагэ			NO_MATCH	0.00
FMA20226	right side of bony pelvis	Правый сидэ костный таз			NO_MATCH	0.00
FMA20227	left side of bony pelvis	Левый сидэ костный таз			NO_MATCH	0.00
FMA20347	anal part of perineum	Анальная часть промежности			NO_MATCH	0.00
FMA20394	human body	Человеческая тело	corpus humanum	human body	EXACT	1.00
FMA20796	right deep femoral artery	Правый глубокая бедренная артерия	arteria profunda femoris	deep femoral artery	PROBABLE	0.86
FMA20797	left deep femoral artery	Левый глубокая бедренная артерия	arteria profunda femoris	deep femoral artery	PROBABLE	0.86
FMA22672	right thoraco-acromial artery	Правая грудоакромиальная артерия			NO_MATCH	0.00
FMA22673	left thoraco-acromial artery	Левая грудоакромиальная артерия			NO_MATCH	0.00
FMA23218	right pectoral girdle	Правый плечевой пояс	cingulum pectorale	pectoral girdle	PROBABLE	0.86
FMA23219	left pectoral girdle	Левый плечевой пояс	cingulum pectorale	pectoral girdle	PROBABLE	0.86
FMA23876	skeleton (in vivo)	Скелет (прижизненно)			NO_MATCH	0.00
FMA23881	skeletal system	Скелетный система	systema skeletale	skeletal system	EXACT	1.00
FMA24138	cervical vertebral column	Шейная позвоночная столб			NO_MATCH	0.00
FMA24163	skeleton of right pectoral girdle	скелет правый плечевой пояс			NO_MATCH	0.00
FMA24164	skeleton of left pectoral girdle	скелет левый плечевой пояс			NO_MATCH	0.00
FMA24189	back of neck	Задняя область шеи			NO_MATCH	0.00
FMA24217	back of thorax	Задняя область грудной клетки	dorsum thoracis	back of thorax	EXACT	1.00
FMA24228	posterior part of pelvis	Задняя часть таз			NO_MATCH	0.00
FMA24728	face	Лицо	facies	face	EXACT	1.00
FMA24816	anterior chest	Передняя область грудной клетки	regio anterior thoracis	anterior region of thorax	EXACT	1.00
FMA24866	sternal part of chest	Стэрнал часть грудь			NO_MATCH	0.00
FMA24880	right free upper limb	Правый свободная верхняя конечность			NO_MATCH	0.00
FMA24881	left free upper limb	Левый свободная верхняя конечность			NO_MATCH	0.00
FMA24882	right free lower limb	Правый свободная нижняя конечность			NO_MATCH	0.00
FMA24883	left free lower limb	Левый свободная нижняя конечность			NO_MATCH	0.00
FMA24895	right arm	Правый плечо	brachium	arm	PROBABLE	0.86
FMA24896	left arm	Левый плечо	brachium	arm	PROBABLE	0.86
FMA24940	right wrist	Правый запястье	carpus	wrist	PROBABLE	0.86
FMA24941	left wrist	Левый запястье	carpus	wrist	PROBABLE	0.86
FMA24965	right hip	Правый тазобедренная область	coxa	hip	PROBABLE	0.86
FMA24966	left hip	Левый тазобедренная область	coxa	hip	PROBABLE	0.86
FMA24968	right thigh	Правый бедро	femur	thigh	PROBABLE	0.86
FMA24969	left thigh	Левый бедро	femur	thigh	PROBABLE	0.86
FMA24977	right knee	Правый кнээ	genu	knee	PROBABLE	0.86
FMA24978	left knee	Левый кнээ	genu	knee	PROBABLE	0.86
FMA24980	right leg	Правый голень	crus	leg	PROBABLE	0.86
FMA24981	left leg	Левый голень	crus	leg	PROBABLE	0.86
FMA25511	intervertebral symphysis	Межпозвоночное соединение	symphysis intervertebralis	intervertebral symphysis	EXACT	1.00
FMA25558	right lateral chest wall	Правый латеральная грудь стенка			NO_MATCH	0.00
FMA25559	left lateral chest wall	Левый латеральная грудь стенка			NO_MATCH	0.00
FMA25571	intervertebral symphysis of axis	Межпозвоночное соединение атлантоаксиальное			NO_MATCH	0.00
FMA25572	right bony pectoral girdle	Правый костный плечевой пояс			NO_MATCH	0.00
FMA25573	left bony pectoral girdle	Левый костный плечевой пояс			NO_MATCH	0.00
FMA26078	third cervical intervertebral symphysis	Третья шейная межпозвоночное соединение			NO_MATCH	0.00
FMA26083	fourth cervical intervertebral symphysis	Четвёртая шейная межпозвоночное соединение			NO_MATCH	0.00
FMA26084	fifth cervical intervertebral symphysis	Пятая шейная межпозвоночное соединение			NO_MATCH	0.00
FMA26085	sixth cervical intervertebral symphysis	Шестая шейная межпозвоночное соединение			NO_MATCH	0.00
FMA26086	seventh cervical intervertebral symphysis	Седьмая шейная межпозвоночное соединение			NO_MATCH	0.00
FMA26089	first thoracic intervertebral symphysis	Первая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26094	second thoracic intervertebral symphysis	Вторая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26095	third thoracic intervertebral symphysis	Третья грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26096	fourth thoracic intervertebral symphysis	Четвёртая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26097	fifth thoracic intervertebral symphysis	Пятая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26098	sixth thoracic intervertebral symphysis	Шестая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26099	seventh thoracic intervertebral symphysis	Седьмая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26100	eighth thoracic intervertebral symphysis	Восьмая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26101	ninth thoracic intervertebral symphysis	Девятая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26102	tenth thoracic intervertebral symphysis	Десятая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26103	eleventh thoracic intervertebral symphysis	Одиннадцатая грудная межпозвоночное соединение			NO_MATCH	0.00
FMA26105	first lumbar intervertebral symphysis	Первая поясничная межпозвоночное соединение			NO_MATCH	0.00
FMA26106	second lumbar intervertebral symphysis	Вторая поясничная межпозвоночное соединение			NO_MATCH	0.00
FMA26107	third lumbar intervertebral symphysis	Третья поясничная межпозвоночное соединение			NO_MATCH	0.00
FMA26108	fourth lumbar intervertebral symphysis	Четвёртая поясничная межпозвоночное соединение			NO_MATCH	0.00
FMA26109	fifth lumbar intervertebral symphysis	Пятая поясничная межпозвоночное соединение			NO_MATCH	0.00
FMA26572	thoracic part of tracheobronchial tree	Грудная часть трахеобронхиальный дерево			NO_MATCH	0.00
FMA26661	right bronchial tree	Правый бронхиальная дерево	arbor tracheobronchialis	tracheobronchial tree	PROBABLE	0.86
FMA26662	left bronchial tree	Левый бронхиальная дерево	arbor tracheobronchialis	tracheobronchial tree	PROBABLE	0.86
FMA31741	middle lobe part of right bronchial tree	Средняя доля часть правый бронхиальная дерево			NO_MATCH	0.00
FMA31744	upper lobe part of right bronchial tree	Верхняя доля часть правый бронхиальная дерево			NO_MATCH	0.00
FMA31746	upper lobe part of left bronchial tree	Верхняя доля часть левый бронхиальная дерево			NO_MATCH	0.00
FMA31747	lower lobe part of right bronchial tree	Нижняя доля часть правый бронхиальная дерево			NO_MATCH	0.00
FMA31748	lower lobe part of left bronchial tree	Нижняя доля часть левый бронхиальная дерево			NO_MATCH	0.00
FMA33642	right shoulder	Правый плечо	omos	shoulder	PROBABLE	0.86
FMA33644	pectoral part of right pectoral girdle	Плечевой часть правый плечевой пояс			NO_MATCH	0.00
FMA33645	pectoral part of left pectoral girdle	Плечевой часть левый плечевой пояс			NO_MATCH	0.00
FMA33646	scapular part of right pectoral girdle	Лопаточная часть правый плечевой пояс			NO_MATCH	0.00
FMA33647	scapular part of left pectoral girdle	Лопаточная часть левый плечевой пояс			NO_MATCH	0.00
FMA45621	pulmonary vascular system	Лёгочный сосудистое система			NO_MATCH	0.00
FMA45623	systemic arterial system	Системная артериальная система			NO_MATCH	0.00
FMA45626	systemic venous system	Системная венозная система			NO_MATCH	0.00
FMA45628	portal venous system	Воротная венозная система			NO_MATCH	0.00
FMA45659	lower urinary tract	Нижние мочевые пути			NO_MATCH	0.00
FMA45662	lower respiratory tract	Нижняя дыхательный проводящий путь			NO_MATCH	0.00
FMA45842	pulmonary arterial tree	Лёгочный артериальная дерево			NO_MATCH	0.00
FMA45847	portal venous tree	Воротная венозная дерево			NO_MATCH	0.00
FMA46448	frontal part of head	Лобная часть головка			NO_MATCH	0.00
FMA46472	nose	Нос	nasus	nose	EXACT	1.00
FMA46565	skull	Череп	cranium	cranium	EXACT	1.00
FMA49177	upper gastrointestinal tract	Верхняя желудочно-кишечный проводящий путь			NO_MATCH	0.00
FMA49179	lower gastrointestinal tract	Нижняя желудочно-кишечный проводящий путь			NO_MATCH	0.00
FMA49184	mouth	Полость рта	stoma	mouth	EXACT	1.00
FMA49187	occipital part of head	Затылочная часть головка			NO_MATCH	0.00
FMA49207	wall of inflow part of right ventricle	Стенка приток часть правый желудочек			NO_MATCH	0.00
FMA49214	wall of inflow part of left ventricle	Стенка приток часть левый желудочек			NO_MATCH	0.00
FMA49894	systemic arterial tree	Системная артериальная дерево			NO_MATCH	0.00
FMA50039	right coronary artery	Правый коронарная артерия	arteria coronaria dextra	right coronary artery	EXACT	1.00
FMA50040	left coronary artery	Левый коронарная артерия	arteria coronaria sinistra	left coronary artery	EXACT	1.00
FMA50060	chest wall	Грудь стенка			NO_MATCH	0.00
FMA50061	superficial chest wall	Поверхностная грудь стенка			NO_MATCH	0.00
FMA50063	anterior superficial chest wall	Передняя поверхностная стенка грудной клетки			NO_MATCH	0.00
FMA50071	right lateral superficial chest wall	Правый латеральная поверхностная грудь стенка			NO_MATCH	0.00
FMA50072	left lateral superficial chest wall	Левый латеральная поверхностная грудь стенка			NO_MATCH	0.00
FMA50082	right middle cerebral artery	Правый средняя мозговая артерия	arteria media cerebri	middle cerebral artery	PROBABLE	0.86
FMA50308	coronary sinus tree	Коронарная синус дерево			NO_MATCH	0.00
FMA50454	cerebral arterial circle	Мозговая артериальная кирклэ	circulus arteriosus cerebri	cerebral arterial circle	EXACT	1.00
FMA50561	right pontine artery	Правый мостовая артерия			NO_MATCH	0.00
FMA50562	left pontine artery	Левый мостовая артерия			NO_MATCH	0.00
FMA50584	right posterior cerebral artery	Правый задняя мозговая артерия	arteria posterior cerebri	posterior cerebral artery	PROBABLE	0.86
FMA50585	left posterior cerebral artery	Левый задняя мозговая артерия	arteria posterior cerebri	posterior cerebral artery	PROBABLE	0.86
FMA50658	right posterior choroidal artery	Правая задняя ворсинчатая артерия			NO_MATCH	0.00
FMA50659	left posterior choroidal artery	Левая задняя ворсинчатая артерия			NO_MATCH	0.00
FMA50801	brain	Головной мозг	encephalon	brain	EXACT	1.00
FMA51044	fascia lata of right thigh	Фасция лата правый бедро			NO_MATCH	0.00
FMA51045	fascia lata of left thigh	Фасция лата левый бедро			NO_MATCH	0.00
FMA52801	basicranium	Основание черепа	basis cranii	cranial base	EXACT	1.00
FMA53082	right orbit	Правый орбит	orbita	orbit	PROBABLE	0.86
FMA53083	left orbit	Левый орбит	orbita	orbit	PROBABLE	0.86
FMA53637	right cheek	Правый чээк	bucca	cheek	PROBABLE	0.86
FMA53638	left cheek	Левый чээк	bucca	cheek	PROBABLE	0.86
FMA53672	neurocranium	Нэурокраниум	neurocranium	neurocranium	EXACT	1.00
FMA53673	viscerocranium	Вискэрокраниум	viscerocranium	viscerocranium	EXACT	1.00
FMA54375	nasal septum	Носовая перегородка	septum nasi	nasal septum	EXACT	1.00
FMA54397	upper jaw	Верхняя челюсть			NO_MATCH	0.00
FMA54398	lower jaw	Нижняя челюсть			NO_MATCH	0.00
FMA54440	right upper eyelid	Правый верхняя веко	palpebra superior	upper eyelid	PROBABLE	0.86
FMA54441	left upper eyelid	Левый верхняя веко	palpebra superior	upper eyelid	PROBABLE	0.86
FMA54443	right lower eyelid	Правый нижняя веко	palpebra inferior	lower eyelid	PROBABLE	0.86
FMA54444	left lower eyelid	Левый нижняя веко	palpebra inferior	lower eyelid	PROBABLE	0.86
FMA54449	right eye	Правый глаз	oculus	eye	PROBABLE	0.86
FMA54450	left eye	Левый глаз	oculus	eye	PROBABLE	0.86
FMA54545	head proper	Головка собственно			NO_MATCH	0.00
FMA54667	right orbital compartment	Правый глазничная компартмент			NO_MATCH	0.00
FMA54668	left orbital compartment	Левый глазничная компартмент			NO_MATCH	0.00
FMA55021	soft palate	Мягкая нёбо	palatum molle	soft palate	EXACT	1.00
FMA55022	uvula	Увула			NO_MATCH	0.00
FMA55675	neuraxis	Нейроось			NO_MATCH	0.00
FMA58099	wall of right eyeball	Стенка правый глазное яблоко			NO_MATCH	0.00
FMA58100	wall of left eyeball	Стенка левый глазное яблоко			NO_MATCH	0.00
FMA58105	fibrous layer of right eyeball	Фиброзная слой правый глазное яблоко	tunica fibrosa bulbi oculi	fibrous layer of eyeball	PROBABLE	0.86
FMA58106	fibrous layer of left eyeball	Фиброзная слой левый глазное яблоко	tunica fibrosa bulbi oculi	fibrous layer of eyeball	PROBABLE	0.86
FMA58107	vascular layer of right eyeball	Сосудистое слой правый глазное яблоко	tunica vasculosa bulbi oculi	vascular layer of eyeball	PROBABLE	0.86
FMA58108	vascular layer of left eyeball	Сосудистое слой левый глазное яблоко	tunica vasculosa bulbi oculi	vascular layer of eyeball	PROBABLE	0.86
FMA58401	investing fascia of right upper limb	Покрывающая фасция правой верхней конечности			NO_MATCH	0.00
FMA58405	investing fascia of right free upper limb	Покрывающая фасция правой свободной верхней конечности			NO_MATCH	0.00
FMA58406	investing fascia of left free upper limb	Покрывающая фасция левой свободной верхней конечности			NO_MATCH	0.00
FMA58418	investing fascia of right lower limb	Покрывающая фасция правой нижней конечности			NO_MATCH	0.00
FMA58419	investing fascia of left lower limb	Покрывающая фасция левой нижней конечности			NO_MATCH	0.00
