conceptId	en	current_ru	problem_types	mapping_status	latin_ta	english_ta	decision	confidence	final_ru	reason
FMA52738	right temporal bone	Правый височная кость	LATERALITY|GRAMMAR	PROBABLE	os temporale	temporal bone	APPLY	HIGH	Правая височная кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA52739	left temporal bone	Левый височная кость	LATERALITY|GRAMMAR	PROBABLE	os temporale	temporal bone	APPLY	HIGH	Левая височная кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA52788	right parietal bone	Правый теменная кость	LATERALITY|GRAMMAR	PROBABLE	os parietale	parietal bone	APPLY	HIGH	Правая теменная кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA52789	left parietal bone	Левый теменная кость	LATERALITY|GRAMMAR	PROBABLE	os parietale	parietal bone	APPLY	HIGH	Левая теменная кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA53549	right ciliary ganglion	Правый ресничная ганглий	LATERALITY|GRAMMAR	PROBABLE	ganglion ciliare	ciliary ganglion	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA53550	left ciliary ganglion	Левый ресничная ганглий	LATERALITY|GRAMMAR	PROBABLE	ganglion ciliare	ciliary ganglion	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA53645	right lacrimal bone	Правый слёзная кость	LATERALITY|GRAMMAR	PROBABLE	os lacrimale	lacrimal bone	APPLY	HIGH	Правая слёзная кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA53646	left lacrimal bone	Левый слёзная кость	LATERALITY|GRAMMAR	PROBABLE	os lacrimale	lacrimal bone	APPLY	HIGH	Левая слёзная кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA53647	right nasal bone	Правый носовая кость	LATERALITY|GRAMMAR	PROBABLE	os nasale	nasal bone	APPLY	HIGH	Правая носовая кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA53648	left nasal bone	Левый носовая кость	LATERALITY|GRAMMAR	PROBABLE	os nasale	nasal bone	APPLY	HIGH	Левая носовая кость	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA55140	right lateral thyrohyoid ligament	Правый латеральная щито-подъязычная мышца связка	LATERALITY|GRAMMAR	PROBABLE	ligamentum thyreohyoideum laterale	lateral thyrohyoid ligament	APPLY	HIGH	Правая латеральная щито-подъязычная мышца связка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA55141	left lateral thyrohyoid ligament	Левый латеральная щито-подъязычная мышца связка	LATERALITY|GRAMMAR	PROBABLE	ligamentum thyreohyoideum laterale	lateral thyrohyoid ligament	APPLY	HIGH	Левая латеральная щито-подъязычная мышца связка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA58299	right choroid	Правый сосудистая оболочка	LATERALITY|GRAMMAR	PROBABLE	chorioidea	choroid	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA58300	left choroid	Левый сосудистая оболочка	LATERALITY|GRAMMAR	PROBABLE	chorioidea	choroid	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59102	right lacrimal gland	Правый слёзная железа	LATERALITY|GRAMMAR	PROBABLE	glandula lacrimalis	lacrimal gland	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59103	left lacrimal gland	Левый слёзная железа	LATERALITY|GRAMMAR	PROBABLE	glandula lacrimalis	lacrimal gland	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59505	right major alar cartilage	Правый большая алар хрящ	LATERALITY|GRAMMAR	PROBABLE	cartilago alaris major	major alar cartilage	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59506	left major alar cartilage	Левый большая алар хрящ	LATERALITY|GRAMMAR	PROBABLE	cartilago alaris major	major alar cartilage	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59512	right lateral nasal cartilage	Правый латеральная носовая хрящ	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59513	left lateral nasal cartilage	Левый латеральная носовая хрящ	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59541	right lacrimal lake	Правый слёзная озеро	LATERALITY|GRAMMAR	PROBABLE	lacus lacrimalis	lacus lacrimalis	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59542	left lacrimal lake	Левый слёзная озеро	LATERALITY|GRAMMAR	PROBABLE	lacus lacrimalis	lacus lacrimalis	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59545	right lacrimal sac	Правый слёзная сак	LATERALITY|GRAMMAR	PROBABLE	saccus lacrimalis	lacrimal sac	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59546	left lacrimal sac	Левый слёзная сак	LATERALITY|GRAMMAR	PROBABLE	saccus lacrimalis	lacrimal sac	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59582	right lacrimal canaliculus	Правый слёзная каналикулус	LATERALITY|GRAMMAR	PROBABLE	canaliculus lacrimalis	lacrimal canaliculus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA59583	left lacrimal canaliculus	Левый слёзная каналикулус	LATERALITY|GRAMMAR	PROBABLE	canaliculus lacrimalis	lacrimal canaliculus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA64989	heterogeneous cluster	Хэтэрогэнэоус клустэр	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA64990	organ part cluster	Орган часть клустэр	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA65551	subdivisionof autonomic nervous system	Субдивисионоф вегетативная нервная система	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA66242	right first posterior intercostal artery	Правый первая задняя межрёберная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria intercostalis posterior prima	first posterior intercostal artery	APPLY	HIGH	Правая первая задняя межрёберная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA66243	left first posterior intercostal artery	Левый первая задняя межрёберная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria intercostalis posterior prima	first posterior intercostal artery	APPLY	HIGH	Левая первая задняя межрёберная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA66363	trunk of right renal artery	Туловище правый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище правой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA66364	trunk of left renal artery	Туловище левый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище левой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA68211	right apical segmental bronchial tree	Правый верхушечная сегментарный бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68218	right medial basal segmental bronchial tree	Правый медиальная базальная сегментарный бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68220	right lateral basal segmental bronchial tree	Правый латеральная базальная сегментарный бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68223	left apical segmental bronchial tree	Левый верхушечная сегментарный бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68230	left medial basal segmental bronchial tree	Левый медиальная базальная сегментарный бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68232	left lateral basal segmental bronchial tree	Левый латеральная базальная сегментарный бронхиальная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA68728	lateral branch of right lateral basal segmental artery	Латеральная ветвь правый латеральная базальная сегментарный артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Латеральная ветвь правой латеральной базальной сегментарной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA68880	trunk of right apical segmental vein	Туловище правый верхушечная сегментарный вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище правой верхушечной сегментарной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA69490	right lateral tarsal artery	Правый латеральная предплюсневая кость артерия	LATERALITY|GRAMMAR	PROBABLE	arteria tarsea lateralis	lateral tarsal artery	APPLY	HIGH	Правая латеральная предплюсневая кость артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA69491	left lateral tarsal artery	Левый латеральная предплюсневая кость артерия	LATERALITY|GRAMMAR	PROBABLE	arteria tarsea lateralis	lateral tarsal artery	APPLY	HIGH	Левая латеральная предплюсневая кость артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA69514	right deep plantar artery	Правый глубокая подошвенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria plantaris profunda	deep plantar artery	APPLY	HIGH	Правая глубокая подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA69515	left deep plantar artery	Левый глубокая подошвенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria plantaris profunda	deep plantar artery	APPLY	HIGH	Левая глубокая подошвенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70249	right femoral artery	Правый бедренная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria femoralis	femoral artery	APPLY	HIGH	Правая бедренная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70250	left femoral artery	Левый бедренная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria femoralis	femoral artery	APPLY	HIGH	Левая бедренная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70439	subdivision of right hepatic artery	Подразделение правый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Подразделение правой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70440	subdivision of left hepatic artery	Подразделение левый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Подразделение левой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70447	caudate lobe branch of right hepatic artery	Хвостатая доля ветвь правый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Хвостатая доля ветвь правой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70455	caudate lobe branch of left hepatic artery	Хвостатая доля ветвь левый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Хвостатая доля ветвь левой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70456	trunk of right hepatic artery	Туловище правый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище правой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70457	trunk of left hepatic artery	Туловище левый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище левой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70488	posterior division of renal artery	Задняя дивисион почечная артерия	TRANSLITERATION	NO_MATCH			APPLY	HIGH	Задняя отдел почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70489	posterior division of right renal artery	Задняя дивисион правый почечная артерия	TRANSLITERATION|LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA70490	posterior division of left renal artery	Задняя дивисион левый почечная артерия	TRANSLITERATION|LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA70492	ureteric segment of right renal artery	Урэтэрик сегмент правый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Урэтэрик сегмент правой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA70493	ureteric segment of left renal artery	Урэтэрик сегмент левый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Урэтэрик сегмент левой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71211	right lateral thoracic vein	Правый латеральная грудная вена	LATERALITY|GRAMMAR	PROBABLE	vena thoracica lateralis	lateral thoracic vein	APPLY	HIGH	Правая латеральная грудная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71212	left lateral thoracic vein	Левый латеральная грудная вена	LATERALITY|GRAMMAR	PROBABLE	vena thoracica lateralis	lateral thoracic vein	APPLY	HIGH	Левая латеральная грудная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71708	right lobe branch of right hepatic artery	Правый доля ветвь правый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Правый доля ветвь правой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71709	subdivision of right lobe branch of right hepatic artery	Подразделение правый доля ветвь правый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71710	left lobe branch of left hepatic artery	Левый доля ветвь левый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Левый доля ветвь левой печёночной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71736	subdivision of left lobe branch of left hepatic artery	Подразделение левый доля ветвь левый печёночная артерия	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71859	segment of right hepatic biliary tree	Сегмент правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71860	segment of left hepatic biliary tree	Сегмент левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71865	segmental tributary of right hepatic biliary tree	Сегментарный приток правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71866	segmental tributary of left hepatic biliary tree	Сегментарный приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71869	posterior superior tributary of right hepatic biliary tree	Задняя верхняя приток правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71870	posterior inferior tributary of right hepatic biliary tree	Задняя нижняя приток правый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71885	medial superior tributary of left hepatic biliary tree	Медиальная верхняя приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71886	medial inferior tributary of left hepatic biliary tree	Медиальная нижняя приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71887	lateral superior tributary of left hepatic biliary tree	Латеральная верхняя приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71888	lateral inferior tributary of left hepatic biliary tree	Латеральная нижняя приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71889	caudate lobe tributary of left hepatic biliary tree	Хвостатая доля приток левый печёночная желчная дерево	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA71905	subdivision of right hepatic portal vein	Подразделение правый печёночная воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Подразделение правой печёночной воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA71906	subdivision of left hepatic portal vein	Подразделение левый печёночная воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Подразделение левой печёночной воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72309	right stylohyoid ligament	Правый шилоподъязычная связка	LATERALITY|GRAMMAR	PROBABLE	ligamentum stylohyoideum	stylohyoid ligament	APPLY	HIGH	Правая шилоподъязычная связка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72311	left stylohyoid ligament	Левый шилоподъязычная связка	LATERALITY|GRAMMAR	PROBABLE	ligamentum stylohyoideum	stylohyoid ligament	APPLY	HIGH	Левая шилоподъязычная связка	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72669	right angular gyrus	Правый ангулар извилина	TRANSLITERATION	PROBABLE	gyrus angularis	angular gyrus	APPLY	HIGH	Правая угловая извилина	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72670	left angular gyrus	Левый ангулар извилина	TRANSLITERATION	PROBABLE	gyrus angularis	angular gyrus	APPLY	HIGH	Левая угловая извилина	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72826	right caudate nucleus	Правый хвостатая ядро	LATERALITY|GRAMMAR	PROBABLE	nucleus caudatus	caudate nucleus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA72827	left caudate nucleus	Левый хвостатая ядро	LATERALITY|GRAMMAR	PROBABLE	nucleus caudatus	caudate nucleus	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA72832	right amygdala	Правый миндалевидное тело	LATERALITY|GRAMMAR	PROBABLE	corpus amygdaloideum	amygdaloid body	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA72833	left amygdala	Левый миндалевидное тело	LATERALITY|GRAMMAR	PROBABLE	corpus amygdaloideum	amygdaloid body	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA72975	right occipital lobe	Правый затылочная доля	LATERALITY|GRAMMAR	PROBABLE	lobus occipitalis	occipital lobe	APPLY	HIGH	Правая затылочная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA72976	left occipital lobe	Левый затылочная доля	LATERALITY|GRAMMAR	PROBABLE	lobus occipitalis	occipital lobe	APPLY	HIGH	Левая затылочная доля	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA73303	right lateral geniculate body	Правый латеральная гэникулатэ тело	LATERALITY|GRAMMAR	PROBABLE	corpus geniculatum laterale	lateral geniculate body	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA73304	left lateral geniculate body	Левый латеральная гэникулатэ тело	LATERALITY|GRAMMAR	PROBABLE	corpus geniculatum laterale	lateral geniculate body	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA73309	right medial geniculate body	Правый медиальная гэникулатэ тело	LATERALITY|GRAMMAR	PROBABLE	corpus geniculatum mediale	medial geniculate body	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA73310	left medial geniculate body	Левый медиальная гэникулатэ тело	LATERALITY|GRAMMAR	PROBABLE	corpus geniculatum mediale	medial geniculate body	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA74912	trunk of anterior interventricular branch of left coronary artery	Туловище передняя межжелудочковая ветвь левый коронарная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище передняя межжелудочковая ветвь левой коронарной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA77380	right popliteal artery	Правый подколенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria poplitea	popliteal artery	APPLY	HIGH	Правая подколенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA77381	left popliteal artery	Левый подколенная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria poplitea	popliteal artery	APPLY	HIGH	Левая подколенная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA77949	right circumflex scapular vein	Правый огибающая лопаточная вена	LATERALITY|GRAMMAR	PROBABLE	vena circumflexa scapulae	circumflex scapular vein	APPLY	HIGH	Правая огибающая лопаточная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA77950	left circumflex scapular vein	Левый огибающая лопаточная вена	LATERALITY|GRAMMAR	PROBABLE	vena circumflexa scapulae	circumflex scapular vein	APPLY	HIGH	Левая огибающая лопаточная вена	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA78590	set of heterogeneous clusters	Совокупность хэтэрогэнэоус клустэрс	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA79979	sternocostal part of right pectoralis major	Стэрнокостал часть правый грудная мышца большая	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Стэрнокостал часть правой грудной мышцы большая	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA79980	sternocostal part of left pectoralis major	Стэрнокостал часть левый грудная мышца большая	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Стэрнокостал часть левой грудной мышцы большая	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA81752	right cervical rotator	Правый шейная вращатель	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA81753	left cervical rotator	Левый шейная вращатель	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA82695	trunk of right portal vein	Туловище правый воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище правой воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA82697	trunk of left portal vein	Туловище левый воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Туловище левой воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA82706	caudate lobe branch of right portal vein	Хвостатая доля ветвь правый воротная вена	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Хвостатая доля ветвь правой воротной вены	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA82734	right long ciliary nerve	Правый длинная ресничная нерв	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA82735	left long ciliary nerve	Левый длинная ресничная нерв	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA83115	cell part cluster	Кэлл часть клустэр	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA83143	cell part cluster of neuraxis	Кластер частей клеток нервной оси	TRANSLITERATION	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA86340	superior segmental branch of right renal artery	Верхняя сегментарный ветвь правый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Верхняя сегментарный ветвь правой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA86341	superior segmental branch of left renal artery	Верхняя сегментарный ветвь левый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Верхняя сегментарный ветвь левой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA86346	inferior segmental branch of right renal artery	Нижняя сегментарный ветвь правый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Нижняя сегментарный ветвь правой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA86347	inferior segmental branch of left renal artery	Нижняя сегментарный ветвь левый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Нижняя сегментарный ветвь левой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA86348	posterior segmental branch of right renal artery	Задняя сегментарный ветвь правый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Задняя сегментарный ветвь правой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA86349	posterior segmental branch of left renal artery	Задняя сегментарный ветвь левый почечная артерия	LATERALITY|GRAMMAR	NO_MATCH			APPLY	HIGH	Задняя сегментарный ветвь левой почечной артерии	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA258847	right calcaneal tendon	Правый пяточное сухожилие	LATERALITY|GRAMMAR	PROBABLE	tendo calcaneus	calcaneal tendon	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA258850	right intermediate tendon	Правый промежуточная сухожилие	LATERALITY|GRAMMAR	PROBABLE	tendo intermedius	intermediate tendon	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA260791	white matter of right cerebral hemisphere	Белое вещество правый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA260794	white matter of left cerebral hemisphere	Белое вещество левый мозговая полушарие	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA264844	left calcaneal tendon	Левый пяточное сухожилие	LATERALITY|GRAMMAR	PROBABLE	tendo calcaneus	calcaneal tendon	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA268667	right recurrent interosseous artery	Правый возвратная межкостная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria interossea recurrens	recurrent interosseous artery	APPLY	HIGH	Правая возвратная межкостная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA268669	left recurrent interosseous artery	Левый возвратная межкостная артерия	LATERALITY|GRAMMAR	PROBABLE	arteria interossea recurrens	recurrent interosseous artery	APPLY	HIGH	Левая возвратная межкостная артерия	Deterministic grammatical or established terminology correction; source meaning is preserved.
FMA7333	upper lobe of right lung	Верхняя доля правый лёгкое	LATERALITY|GRAMMAR	EXACT	lobus superior pulmonis dextri	superior lobe of right lung	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7337	lower lobe of right lung	Нижняя доля правый лёгкое	LATERALITY|GRAMMAR	EXACT	lobus inferior pulmonis dextri	inferior lobe of right lung	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7338	right apical bronchopulmonary segment	Правый верхушечная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7363	right lateral basal bronchopulmonary segment	Правый латеральная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7365	right medial basal bronchopulmonary segment	Правый медиальная базальная бронхолёгочный сегмент	LATERALITY|GRAMMAR	NO_MATCH			REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7370	upper lobe of left lung	Верхняя доля левый лёгкое	LATERALITY|GRAMMAR	EXACT	lobus superior pulmonis sinistri	superior lobe of left lung	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
FMA7371	lower lobe of left lung	Нижняя доля левый лёгкое	LATERALITY|GRAMMAR	EXACT	lobus inferior pulmonis sinistri	inferior lobe of left lung	REVIEW	LOW		Suspicious validator finding requires Russian anatomical terminology review.
